SNAPSHOT,SNAPFILE,SNAPPEND,SNAPCLOS,CASEKEY,CIRCUIT,DISTRICT,OFFICE,DOCKET,GEN,SEQ,ORIGIN,ORGFLDT,FILEDATE,FILECY,FILEFY,ORGFLCHP,CRNTCHP,ORGNTRDBT,NTRDBT,JOINT,D1ZIP,D1CNTY,ORGD1FPRSE,D1FPRSE,D1CHGDT,D2ZIP,D2CNTY,ORGD2FPRSE,D2FPRSE,D2CHGDT,ORGFEESTS,FEESTS,CASETYP,ORGDBTRTYP,DBTRTYP,NOB,PRFILE,ORGEASST,EASST,ORGELBLTS,ELBLTS,ORGECRDTRS,ECRDTRS,ORGASSTCASE,ASSTCASE,SMLLBUS,PREPACK,TOTASSTS,REALPROP,PERSPROP,TOTLBLTS,SECURED,UNSECPR,UNSECNPR,DSCHRGD,NDSCHRGD,TOTDBT,CNTMNTHI,AVGMNTHI,AVGMNTHE,SRCCASE,DSTNCASE,CNSLLEAD,JNTLEAD,FLCMECFV,CLOSEDT,CLOSECY,CLOSEFY,CLCHPT,D1CPRSE,D1FDSP,D1FDSPDT,D1FDSPCY,D1FDSPFY,D2CPRSE,D2FDSP,D2FDSPDT,D2FDSPCY,D2FDSPFY,C11DVDND,C11FTRPAY,CLCMECFV,TAXEXEMPT
9/30/2011,0,1,0,BK09812081026600,9,81,2,810266,0,0,,1/18/2008,1/18/2008,2008,2008,13,13,c,c,n,981180000,53033,n,n,1/18/2008,,,,,,i,c,v,i,i,,n,C,C,C,C,A,A,y,y,,,430108.86,382500,47608.86,461577.8,382018.72,0,79559.08,461577.8,0,461577.8,7569.39,4671.84,3919.86,,,,,3.4.0,,,,,,,,,,,,,,,,,,N
9/30/2009,0,0,1,BK09743080862500,9,74,3,808625,0,0,,,9/3/2008,2008,2008,13,13,c,c,y,919770000,6073,y,y,,919770000,6073,y,y,,p,p,v,i,i,,n,A,A,C,C,A,A,y,y,,,0,,,0,,,,,,,,,,,,,,0.0.0,10/23/2008,2008,2009,13,y,I,,,,y,,,,,,,0.0.0,N
9/30/2008,1,1,0,BK06461080562900,6,46,1,805629,0,0,,,6/26/2008,2008,2008,13,13,c,c,y,495090000,26081,n,n,6/26/2008,495090000,26081,n,n,,p,p,v,i,i,,n,C,C,C,C,B,B,y,y,,,191467.26,124000,67467.26,302384.16,187876.61,16535.55,97972,285848.61,16535.55,302384.16,6918.49,5216.9,2708.17,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2009,0,0,1,BK09704070191500,9,70,4,701915,0,0,,,10/2/2007,2007,2008,13,7,c,c,n,852200000,4021,n,n,10/2/2007,,,,,,p,p,v,i,i,,n,,C,,C,A,A,y,n,,,199383,193583,5800,124054,84808,507,38739,123547,507,124054,0,2454,2098,,,,,0.0.0,11/11/2008,2008,2009,7,n,A,,,,,,,,,,,0.0.0,N
9/30/2009,1,1,0,BK03152092658200,3,15,2,926582,0,0,,9/5/2009,9/5/2009,2009,2009,13,13,c,c,n,156320000,42129,n,n,,,,,,,p,p,v,i,i,,y,C,C,C,C,A,A,y,y,,,128010,99500,28510,146781.25,107648.25,0,39133,146781.25,0,146781.25,1043.72,3460.85,1797.74,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2009,0,1,0,BK11273088014000,11,27,3,880140,0,0,,,2/8/2008,2008,2008,13,13,c,c,n,368540000,1017,n,n,2/25/2008,,,,,,p,p,v,i,i,,y,C,C,C,C,A,A,y,y,,,102410,85410,17000,109533.87,107658.01,0,1875.86,109533.87,0,109533.87,2816.67,2370.34,1795,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2010,0,1,0,BK06454083326600,6,45,4,833266,0,0,,,8/12/2008,2008,2008,13,13,c,c,n,484580000,26049,n,n,8/12/2008,,,,,,p,p,v,i,i,,n,A,A,A,A,A,A,y,y,,,13820,0,13820,41371,9400,0,31971,41371,0,41371,2070,2200,1925,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2009,1,0,1,BK113E2092085700,11,3E,2,920857,0,0,,3/3/2009,3/3/2009,2009,2009,13,13,c,c,n,300400000,13117,y,y,,,,,,,i,i,v,i,i,,n,C,C,C,C,A,A,y,y,,,0,,,0,,,,,,,,,,,,,,3.3.1,6/18/2009,2009,2009,13,y,I,4/23/2009,2009,2009,,,,,,,,3.3.1,N
9/30/2009,1,1,0,BK09722093998900,9,72,2,939989,0,0,,9/17/2009,9/17/2009,2009,2009,13,13,c,c,y,956280000,6067,n,n,,956280000,6067,n,n,,p,p,v,i,i,,y,C,C,D,D,A,A,y,y,,,472538,380500,92038,601231,511488,0,89743,601231,0,601231,8218,6662,6162,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2011,0,1,0,BK06503080778900,6,50,3,807789,0,0,,8/29/2008,8/29/2008,2008,2008,13,13,c,c,y,370760000,47037,n,n,8/29/2008,370760000,47037,n,n,8/29/2008,i,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,147580,125100,22480,194507.33,125493,0,69014.33,194507.33,0,194507.33,5962.09,3721.04,2370,,,,,3.3.0,,,,,,,,,,,,,,,,,,N
9/30/2011,0,1,0,BK113J1091227000,11,3J,1,912270,0,0,,9/14/2009,9/14/2009,2009,2009,13,13,c,c,n,309090000,13245,n,n,,,,,,,i,i,v,i,i,,n,A,A,A,A,A,A,y,y,,,13280,0,13280,21638.53,10968,0,10670.53,21638.53,0,21638.53,1178.36,1548.87,1282,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2008,1,1,0,BK06512082972400,6,51,2,829724,0,0,,,9/19/2008,2008,2008,13,13,c,c,n,381160000,47157,n,n,,,,,,,i,i,v,i,i,,y,C,C,B,B,A,A,y,y,,,106650,104000,2650,73780,70964,0,2816,73780,0,73780,3216.5,2440,975,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2009,0,1,0,BK06503080676900,6,50,3,806769,0,0,,8/1/2008,8/1/2008,2008,2008,13,13,c,c,n,370150000,47021,n,n,8/1/2008,,,,,,i,p,v,i,i,,n,C,C,B,B,A,A,y,y,,,114782,94727,20055,97275,86747,0,10528,97275,0,97275,3995.76,2602.59,2146,,,,,3.3.0,,,,,,,,,,,,,,,,,,N
9/30/2010,0,1,0,BK04222097300400,4,22,2,973004,0,0,,7/22/2009,7/22/2009,2009,2009,13,13,c,c,n,234520000,51810,n,n,,,,,,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,163550,147625,15925,174196,141700,0,32496,174196,0,174196,3584,3242.51,2968,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2008,1,1,0,BK07561071215100,7,56,1,712151,0,0,,,12/9/2007,2007,2008,13,13,c,c,y,461270000,18139,n,n,12/9/2007,461270000,18139,n,n,12/9/2007,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,187458.47,167150,20308.47,204335.06,160388.2,1758.81,42188.05,202576.25,1758.81,204335.06,4569,3965.13,3726,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2009,0,1,0,BK07572082382200,7,57,2,823822,0,0,,4/16/2008,4/16/2008,2008,2008,13,13,c,c,y,532250000,55079,n,n,4/16/2008,532220000,55079,n,n,4/16/2008,p,p,v,i,i,,y,A,A,A,A,A,A,y,y,,,17613,0,17613,48213,12385,1500,34328,46713,1500,48213,3759.86,3205,2650,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2010,0,1,0,BK09736091322500,9,73,6,913225,0,0,,2/24/2009,2/24/2009,2009,2009,13,13,c,c,y,923450000,6071,n,n,2/24/2009,923450000,6071,n,n,,p,p,v,i,i,,n,C,C,D,D,A,A,y,y,,,203580,160218,43362,596789,383364,0,213425,596789,0,596789,4995,4800.66,3945,,,,,3.3.2,,,,,,,,,,,,,,,,,,N
9/30/2008,1,1,0,BK07572082916000,7,57,2,829160,0,0,,,8/21/2008,2008,2008,13,13,c,c,n,531880000,55133,n,n,8/21/2008,,,,,,p,p,v,i,i,,n,A,A,C,C,A,A,y,y,,,30934.37,0,30934.37,128226,27370,3433,97423,124793,3433,128226,4588,3636,2621.73,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2009,0,0,1,BK07552082001500,7,55,2,820015,0,0,,,1/3/2008,2008,2008,13,13,c,c,n,463730000,18089,n,n,1/3/2008,,,,,,p,p,v,i,i,,y,C,C,C,C,A,A,y,y,,,114100,110000,4100,113196.24,113196.24,0,0,0,113196.24,113196.24,3831.77,2977.42,1206.83,,,,,0.0.0,6/28/2009,2009,2009,13,n,T,6/28/2009,2009,2009,,,,,,,,3.3.1,N
9/30/2011,0,1,0,BK10821091282600,10,82,1,912826,0,0,,2/26/2009,2/26/2009,2009,2009,13,13,c,c,y,810060000,8101,n,n,,810060000,8101,n,n,,p,p,v,i,i,,y,D,D,C,C,A,A,y,y,,,486220,300000,186220,280759.83,251026,0,29733.83,280759.83,0,280759.83,6887.17,4903.5,4503.5,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2009,0,0,1,BK06452076378500,6,45,2,763785,0,0,,,11/21/2007,2007,2008,13,13,c,c,y,481860000,26163,n,n,,481860000,26163,n,n,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,114957,111000,3957,119010.43,110731.37,0,8279.06,119010.43,0,119010.43,1509.33,3176.33,2051,,,,,0.0.0,11/3/2008,2008,2009,13,n,K,,,,n,,,,,,,0.0.0,N
9/30/2013,0,1,0,BK09802090253000,9,80,2,902530,0,0,,5/4/2009,5/4/2009,2009,2009,13,13,c,c,n,989429315,53077,n,n,,,,,,,p,p,v,i,i,,n,A,A,A,A,A,A,y,y,,,4140,0,4140,20237,0,0,20237,20237,0,20237,2619.33,2038,1947.74,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2011,0,0,1,BK08605091011600,8,60,5,910116,0,0,,1/8/2009,1/8/2009,2009,2009,13,13,c,c,n,721520000,5069,n,n,,,,,,,i,p,v,i,i,,y,A,A,B,B,A,A,y,y,,,22422.5,20000,2422.5,54205.4,45371,382,8452.4,53823.4,382,54205.4,0,1478,705,,,,,3.3.1,12/8/2010,2010,2011,13,n,T,12/8/2010,2010,2011,,,,,,,,3.4.0,N
9/30/2009,1,1,0,BK06503081143200,6,50,3,811432,0,0,,12/4/2008,12/4/2008,2008,2009,13,13,c,c,n,370800000,47021,n,n,,,,,,,p,p,v,i,i,,n,A,A,A,A,A,A,y,y,,,30123.76,0,30123.76,45903,36638.1,0,9264.9,45903,0,45903,3429.19,2470.71,1834,,,,,3.3.0,,,,,,,,,,,,,,,,,,N
9/30/2012,0,1,0,BK04186085207300,4,18,6,852073,0,0,,,12/4/2008,2008,2009,13,13,c,c,n,270210000,37169,n,n,,,,,,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,164133,155600,8533,224194.89,174666.91,0,49527.98,201231.03,22963.86,224194.89,5678.4,4154.02,2053.05,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2009,0,1,0,BK06437087047500,6,43,7,870475,0,0,,8/4/2008,8/4/2008,2008,2008,13,13,c,c,y,416350000,21071,n,n,8/4/2008,416350000,21071,n,n,8/4/2008,p,p,v,i,i,,n,A,A,B,B,A,A,y,y,,,58903.71,0,58903.71,98395.7,58745.34,9129.4,30520.96,97882.3,513.4,98395.7,4172.24,3301.35,2790.16,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2009,0,1,0,BK07543073217000,7,54,3,732170,0,0,,,10/26/2007,2007,2008,13,13,c,c,n,622260000,17163,n,n,,,,,,,p,p,v,i,i,,n,,B,,A,A,A,y,y,,,11085,0,11085,15121.77,4964,0,10157.77,15121.77,0,15121.77,2784,2434,2450,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2009,0,1,0,BK08664084085700,8,66,4,840857,0,0,,,3/11/2008,2008,2008,13,13,c,c,n,641310000,29095,n,n,3/11/2008,,,,,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,130510,100000,30510,112787.2,106587.2,0,6200,112787.2,0,112787.2,2567,1945.27,1379,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2011,0,1,0,BK02065073319600,2,6,5,733196,0,0,,,12/28/2007,2007,2008,13,13,c,c,n,132060000,36067,n,n,12/28/2007,,,,,,p,p,v,i,i,,n,B,B,C,C,B,B,y,y,,,58528.21,0,58528.21,244832.13,13783,0,231049.13,244832.13,0,244832.13,4526.53,3022.47,2733.05,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2013,0,1,0,BK06471081646100,6,47,1,816461,0,0,,,8/21/2008,2008,2008,13,13,c,c,y,440440000,39093,n,n,8/21/2008,440440000,39093,n,n,8/21/2008,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,306855.09,265000,41855.09,379614.53,349995,,29619.53,,,,7878.65,6364.32,5473.67,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2010,0,0,1,BK11261094220800,11,26,1,942208,0,0,,7/27/2009,7/27/2009,2009,2009,13,13,c,c,n,359030000,1055,n,n,,,,,,,i,i,v,i,i,,y,B,B,C,C,A,A,y,y,,,60149.56,58287.52,1862.04,108753.5,59609.56,1621.2,47522.74,107132.3,1621.2,108753.5,1770.57,2497.93,2301.69,,,,,3.3.2,2/8/2010,2010,2010,13,n,T,10/9/2009,2009,2010,,,,,,,,3.3.3,N
9/30/2010,0,1,0,BK05425085086200,5,42,5,850862,0,0,,,3/28/2008,2008,2008,13,13,c,c,n,782440000,48029,n,n,3/28/2008,,,,,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,110776.67,70540,40236.67,142893.07,71730.91,2574,68588.16,142893.07,0,142893.07,3503.2,2845.09,2668.46,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2009,0,1,0,BK09713083177600,9,71,3,831776,0,0,,,9/22/2008,2008,2008,13,13,c,c,n,941141954,6075,n,n,9/22/2008,,,,,,p,p,v,i,i,,n,A,A,A,A,A,A,y,y,,,1730.37,0,1730.37,44869.89,0,0,44869.89,44869.89,0,44869.89,2147.24,1437.36,1337.36,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2009,1,1,0,BK03123092310900,3,12,3,923109,0,0,,5/21/2009,5/21/2009,2009,2009,13,13,c,c,y,79310000,34035,n,n,,79310000,34035,n,n,,p,p,v,i,i,,y,E,E,D,D,A,A,y,y,,,1041850,990000,51850,752043.89,729116,16790,6137.89,735253.89,16790,752043.89,12905.2,11538.37,10603,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2014,0,0,1,BK06511081309600,6,51,1,813096,0,0,,8/20/2008,8/20/2008,2008,2008,13,13,c,c,y,380750000,47069,n,n,8/20/2008,380750000,47069,n,n,8/20/2008,i,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,111662,80300,31362,180440.03,151656.7,0,28783.33,180440.03,0,180440.03,4462.46,3081.01,2425,,,,,5.1.0,1/17/2014,2014,2014,13,n,A,12/13/2013,2013,2014,n,A,12/13/2013,2013,2014,,,5.1.0,N
9/30/2008,1,1,0,BK11281081146900,11,28,1,811469,0,0,,,4/26/2008,2008,2008,13,13,c,c,n,366060000,1097,n,n,4/26/2008,,,,,,p,p,v,i,i,,y,A,A,A,A,A,A,y,y,,,5958,0,5958,8243,0,0,8243,8243,0,8243,2270,1813,1708,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2011,0,1,0,BK07523087115900,7,52,3,871159,0,0,,,4/16/2008,2008,2008,13,13,c,c,y,600500000,17111,n,n,4/16/2008,600500000,17111,n,n,4/16/2008,p,p,v,i,i,,n,D,D,C,C,A,A,y,y,,,513027,270000,243027,445381,281707,0,163674,445381,0,445381,12499.12,7366,4026,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2011,0,0,1,BK05425085170400,5,42,5,851704,0,0,,6/16/2008,6/16/2008,2008,2008,13,13,c,c,y,782140000,48029,n,n,6/16/2008,782140000,48029,n,n,6/16/2008,p,p,v,i,i,,n,B,B,B,B,A,A,y,y,,,68743.92,49840,18903.92,96675.37,56901.88,2900,36873.49,96675.37,0,96675.37,260.88,1818.26,1405.51,,,,,3.4.0,6/22/2011,2011,2011,13,n,T,3/15/2011,2011,2011,n,T,3/15/2011,2011,2011,,,3.4.0,N
9/30/2009,0,1,0,BK113E1087031700,11,3E,1,870317,0,0,,6/2/2008,6/2/2008,2008,2008,13,13,c,c,n,300190000,13135,n,n,6/2/2008,,,,,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,102800,99000,3800,260485.2,87029.45,0,173455.75,260485.2,0,260485.2,3333,2500,2250,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2010,0,1,0,BK06512092737900,6,51,2,927379,0,0,,7/10/2009,7/10/2009,2009,2009,13,13,c,c,y,380530000,47157,n,n,,380530000,47157,n,n,,i,p,v,i,i,,y,C,C,C,C,A,A,y,y,,,191796.76,133600,58196.76,219062,177994,0,41068,219062,0,219062,9247.83,6544.88,5548.5,,,,,3.3.2,,,,,,,,,,,,,,,,,,N
9/30/2014,0,0,1,BK04223083342600,4,22,3,833426,0,0,,7/23/2008,7/23/2008,2008,2008,13,13,c,c,y,238310000,51041,n,n,7/23/2008,238310000,51041,n,n,7/23/2008,p,p,v,i,i,,n,,C,,C,A,A,y,y,,,199125,182000,17125,268818.07,203108.07,1025,64685,267793.07,1025,268818.07,6948.18,4095.25,3825.3,,,,,5.1.0,9/10/2014,2014,2014,13,n,A,10/15/2013,2013,2014,n,A,10/15/2013,2013,2014,,,5.1.0,N
9/30/2012,0,1,0,BK07531098014700,7,53,1,980147,0,0,,,1/20/2009,2009,2009,13,13,c,c,n,615360000,17143,n,n,,,,,,,p,p,v,i,i,,y,A,A,A,A,A,A,y,y,,,5800,0,5800,30478.58,13866.03,0,16612.55,30478.58,0,30478.58,3534.35,2592,1545,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2011,0,0,1,BK11262080517100,11,26,2,805171,0,0,,10/17/2008,10/17/2008,2008,2009,13,7,c,c,n,352090000,1073,n,n,,,,,,,i,c,v,i,i,,y,A,A,A,A,A,A,y,n,,,3100,0,3100,42857.8,11000,0,31857.8,42857.8,0,42857.8,1651,1850,2241,,,,,3.4.0,5/24/2011,2011,2011,7,n,A,5/24/2011,2011,2011,,,,,,,,3.4.0,N
9/30/2010,0,1,0,BK113G4094102000,11,3G,4,941020,0,0,,8/25/2009,8/25/2009,2009,2009,13,13,c,c,n,319043913,13215,n,n,,,,,,,p,p,v,i,i,,n,B,B,C,C,A,A,y,y,,,96432,0,96432,315084,0,3896,311188,311188,3896,315084,5987,3886,2728,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2010,0,1,0,BK113J5075090600,11,3J,5,750906,0,0,,,11/2/2007,2007,2008,13,13,c,c,n,315164631,13229,n,n,11/2/2007,,,,,,p,p,v,i,i,,y,B,B,A,A,A,A,y,y,,,32090,25520,6570,11728,9226,0,2502,11728,0,11728,2188,2249,1944,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2008,1,1,0,BK06482085080200,6,48,2,850802,0,0,,,1/31/2008,2008,2008,13,13,c,c,y,432130000,39049,n,n,1/31/2008,432130000,39049,n,n,1/31/2008,p,p,v,i,i,,n,B,B,C,C,A,A,y,y,,,86217,75000,11217,147258,80993,0,66265,108898,38360,147258,1606.57,2379,1479,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2015,0,0,1,BK11294094090500,11,29,4,940905,0,0,,9/29/2009,9/29/2009,2009,2009,13,13,c,c,n,323080000,12073,n,n,,,,,,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,207561,189900,17661,286872.52,202247.35,0,84625.17,249293.52,37579,286872.52,4632.18,3591,3291,,,,,5.1.0,12/9/2014,2014,2015,13,n,A,9/17/2014,2014,2014,,,,,,,,5.1.0,N
9/30/2010,0,1,0,BK113A8091983300,11,3A,8,919833,0,0,,9/3/2009,9/3/2009,2009,2009,13,13,c,c,n,335960000,12057,n,n,,,,,,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,227834,208504,19330,435058,348260,0,86798,435058,0,435058,5356.09,4641,4180.62,,,,,3.3.2,,,,,,,,,,,,,,,,,,N
9/30/2012,0,1,0,BK113G5095224700,11,3G,5,952247,0,0,,7/20/2009,7/20/2009,2009,2009,13,13,c,c,n,312110000,13021,n,n,,,,,,,i,c,v,i,i,,n,A,A,A,A,A,A,y,y,,,9000,0,9000,7025,4800,0,2225,7025,0,7025,2141,1850,1650,,,,,3.3.3,,,,,,,,,,,,,,,,,,N
9/30/2009,1,1,0,BK08664094346800,8,66,4,943468,0,0,,7/22/2009,7/22/2009,2009,2009,13,13,c,c,n,641190000,29047,n,n,,,,,,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,159128,149000,10128,214103.84,188720.01,0,25383.83,214103.84,0,214103.84,3620,3220,1545,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2012,0,1,0,BK113E1086786000,11,3E,1,867860,0,0,,4/30/2008,4/30/2008,2008,2008,13,13,c,c,n,302880000,13089,n,n,4/30/2008,,,,,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,209825,140000,69825,287850.81,217772,0,70078.81,287850.81,0,287850.81,5722.26,4422.38,2872.38,,,,,3.3.3,,,,,,,,,,,,,,,,,,N
9/30/2016,0,0,1,BK113A6091383000,11,3A,6,913830,0,0,,9/17/2009,9/17/2009,2009,2009,13,13,c,c,n,321180000,12127,n,n,,,,,,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,335537.6,265000,70537.6,438922.66,406954.42,0,31968.24,438922.66,0,438922.66,4660,3847.5,3919.18,,,,,5.1.0,12/17/2015,2015,2016,13,n,A,10/31/2014,2014,2015,,,,,,,,5.1.1,N
9/30/2012,0,0,1,BK09713083233300,9,71,3,832333,0,0,,,12/3/2008,2008,2009,13,13,c,c,n,941320000,6075,n,n,12/3/2008,,,,,,p,p,v,i,i,,n,A,A,B,B,A,A,y,y,,,51558.44,0,51558.44,73733.73,25259.43,6910.12,41564.18,71651.73,2082,73733.73,8865.15,7811.16,6639.18,,,,,0.0.0,8/24/2012,2012,2012,13,n,T,8/24/2012,2012,2012,,,,,,,,4.3.0,N
9/30/2011,0,1,0,BK10832092054400,10,83,2,920544,0,0,,3/5/2009,3/5/2009,2009,2009,13,13,c,c,n,666040000,20177,n,n,3/5/2009,,,,,,i,p,v,i,i,,n,B,B,C,C,A,A,y,y,,,85995,80300,5695,130941.3,75548,0,55393.3,111241.3,19700,130941.3,2544.5,2449.03,2274,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2010,0,1,0,BK03122082162200,3,12,2,821622,0,0,,6/22/2008,6/22/2008,2008,2008,13,13,c,c,y,78600000,34037,n,n,6/22/2008,78600000,34037,n,n,6/22/2008,p,p,v,i,i,,n,C,C,C,C,B,B,y,y,,,359258.57,324000,35258.57,379427.58,323212.72,4259.03,51955.83,375168.55,4259.03,379427.58,373.5,3890.83,4415.08,,,,,3.3.3,,,,,,,,,,,,,,,,,,N
9/30/2013,0,0,1,BK01021081035600,1,2,1,810356,0,0,,2/12/2008,2/12/2008,2008,2008,13,13,c,c,y,38750000,33003,n,n,3/18/2008,38750000,33003,n,n,3/18/2008,i,c,v,i,i,,n,C,C,C,C,A,A,y,y,,,258690,250000,8690,395911.24,192760,0,203151.24,395911.24,0,395911.24,5837.5,2619.81,2460,,,,,5.1.0,6/25/2013,2013,2013,13,n,A,5/1/2013,2013,2013,n,A,5/1/2013,2013,2013,,,5.1.0,N
9/30/2010,0,1,0,BK09793093538500,9,79,3,935385,0,0,,7/7/2009,7/7/2009,2009,2009,13,13,c,c,y,970098754,41051,n,n,,970098754,41051,n,n,,p,p,v,i,i,,y,A,A,B,B,A,A,y,y,,,15090,0,15090,71273.33,7375,1567.39,62330.94,21394.46,49878.87,71273.33,3446.71,2468.58,2302,,,,,3.3.2,,,,,,,,,,,,,,,,,,N
9/30/2012,0,1,0,BK02078077398600,2,7,8,773986,0,0,,,10/9/2007,2007,2008,13,13,c,c,n,117760000,36103,n,n,10/9/2007,,,,,,p,p,v,i,i,,n,,B,,C,A,A,y,y,,,22850,0,22850,154447,9942,0,144505,154447,0,154447,6191,4184.16,3685.55,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2009,0,1,0,BK06443083394200,6,44,3,833942,0,0,,9/8/2008,9/8/2008,2008,2008,13,13,c,c,n,402110000,21111,n,n,,,,,,,i,i,v,i,i,,y,A,A,A,A,A,A,y,y,,,3275,0,3275,8431,0,0,8431,8431,0,8431,1313.08,1769,1567,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2011,0,1,0,BK05371081141600,5,37,1,811416,0,0,,,4/10/2008,2008,2008,13,13,c,c,n,386710000,28033,n,n,4/10/2008,,,,,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,151475,138000,13475,153394.9,150778,0,2616.9,153394.9,0,153394.9,4344.74,2698.73,740,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2010,0,1,0,BK01042090331000,1,4,2,903310,0,0,,4/28/2009,4/28/2009,2009,2009,13,13,c,c,n,7690000,72043,n,n,,,,,,,p,p,v,i,i,,n,A,A,A,A,A,A,y,y,,,7724,0,7724,29848,0,0,29848,29848,0,29848,1273.74,870,720,,,,,3.3.3,,,,,,,,,,,,,,,,,,N
9/30/2011,0,1,0,BK05381095134400,5,38,1,951344,0,0,,6/29/2009,6/29/2009,2009,2009,13,13,c,c,n,395010000,28047,n,n,,,,,,,p,p,v,i,i,,n,A,A,A,A,A,A,y,y,,,24095,0,24095,27090.53,14995.3,0,12095.23,27090.53,0,27090.53,1513.18,1488.36,1429.36,,,,,3.4.0,,,,,,,,,,,,,,,,,,N
9/30/2013,0,1,0,BK09702091655600,9,70,2,916556,0,0,,7/16/2009,7/16/2009,2009,2009,13,13,c,c,y,852480000,4013,n,n,,852480000,4013,n,n,,p,p,v,i,i,,n,A,A,D,D,A,A,y,y,,,426049,383500,42549,583994.34,485487,0,98507.34,583994.34,0,583994.34,0,6578.32,6039,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2011,0,1,0,BK07553073316400,7,55,3,733164,0,0,,,11/30/2007,2007,2008,13,13,c,c,y,469960000,18131,n,n,,469960000,18131,n,n,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,231409,210000,21409,272894.73,202058.29,600,70236.44,272294.73,600,272894.73,2824,5436,3139.54,,,,,0.0.0,,,,,,,,,,,,,,,,,,N
9/30/2012,0,1,0,BK113A8091436700,11,3A,8,914367,0,0,,7/2/2009,7/2/2009,2009,2009,13,13,c,c,n,337020000,12103,n,n,,,,,,,p,p,v,i,i,,n,A,A,C,C,A,A,n,n,,,12013.5,0,12013.5,312140.24,4733.9,0,307406.34,12463.2,299677.04,312140.24,4166.67,3256.44,2397.03,,,,,3.3.1,,,,,,,,,,,,,,,,,,N
9/30/2014,0,1,0,BK03122092131800,3,12,2,921318,0,0,,5/2/2009,5/2/2009,2009,2009,13,13,c,c,y,70500000,34013,n,n,,70500000,34013,n,n,,p,p,v,i,i,,n,C,C,C,C,A,A,y,y,,,302847.7,285750,17097.7,371310.94,333521,0,37789.94,371310.94,0,371310.94,6461.33,5372.72,5220.75,,,,,5.1.0,,,,,,,,,,,,,,,,,,N
